,user_id,name,review_count,elite,fans,average_stars,compliments_total
269,SkYIKEIQfEo65_xHNM114w,Kumar,117,,5,4.06,12
270,hHDltEEGlvuhRjDvfbYpqg,Nadine,1228,"2007,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",77,3.54,602
271,cJ7EsBomKWzKFLjauxeC_g,Patrick,31,,3,3.9,3
272,KVbMZV-XJPSH9wXEwuXIaA,David S.,426,,27,2.69,451
273,81VIwNUOYQG4zTuSQEdkGw,Kellee,200,"2007,2008,2009,2010",24,3.6,207
274,oJMwdSEcl59FlX7cwaf0bA,Jenn,312,"2016,2017,2018,2019,20,20,2021",76,4.16,194
275,GsEEM3WYB8rxu_gHcDPMCg,Saira,94,,10,4.01,18
276,_XrNNcEbNnut2Q4Py-LfKg,kathy,443,"2010,2011,2012",18,3.65,512
277,Bnf-KvDhT8WXrpv2WJEOQQ,Leah,240,"2010,2011,2012",18,4.07,96
278,WeiirhJyaAY9kQ1cS5ZhwA,Gerrit,108,,3,4.01,7
279,Zratk2K3CMsgLusfnm7Rnw,Laura,270,,17,3.82,141
280,lHK2jZ1sAG_bMl83824CaA,Lorac,115,,10,3.71,30
281,1zSv6IxBK1LgEWvb4B6Brg,Gina,28,,6,3.93,16
282,4BqMMLCAGM5t50HnpdxvHA,Rose,81,,5,4.0,15
283,OfITV5ApuW7RpEvpOqJCqQ,Sarah,121,,10,3.84,54
284,gjhzKWsqCIrpEd9pevbKZw,Miriam,3199,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",1201,3.84,12616
285,YWFbTcVnun8i03XnEU7kVg,Craig,762,"2009,2010,2011,2012,2013",202,4.43,19007
286,BgZwJBhVWKq1Urs4rKBdiA,Tres,1545,"2008,2009,2010",83,3.51,1012
287,ZNC4L7fkT9ke9Xi9OGL1Dw,Monica,154,"2010,2011,2012",18,3.7,78
288,hmwKaQN_f0dnymp7XH2R2w,Diana,251,"2010,2012",21,4.15,176
289,rlphr1Hp6_x9e8yRGX42Fg,Linh,540,"2011,2012,2013,2014,2015,2016,2017",44,3.66,250
290,aAMbdEgSzj7k5UmGQu9fYg,Tony,16,,1,3.5,2
291,-NnBFf5fosrLMeqkEwVLHg,Junk,278,,12,3.28,65
292,5q5R-Z54wm45Ec8G8CxZeA,Anastasia,314,"2008,2009,2010,2011,2012,2013,2014",29,3.93,365
293,D6bq08PeNGV_WkZbO572Bg,Gerald,9,,1,4.56,1
294,ZLFeb8d2jzQsCW21wzOq6g,Gloriene,90,,12,3.76,18
295,21TBXrUyPdyrC57TMA4ZbA,Ric,18,,3,4.3,7
296,vc1cikaZWIS2J9JY7IAWFA,Shaggy,32,,0,4.12,9
297,WY2UlNWEHn1Vv2-JpTzEUg,Mifa,77,,7,4.06,16
298,3FrPTLpqV3dU6AbNS3Y-gQ,Claudia,25,,7,3.96,4
299,kG_SL19KTLp6Cu9Az5ASOA,Jay,23,,0,2.48,1
300,flj6NjfxqwudsBvOTbrhug,Mel,94,"2012,2013",2,4.01,53
301,cEHn8OkDjjWQYbMKakACwg,Jesse,11,,1,4.36,0
302,FVjmJWsjzed0yDGlOB0QqA,Cidne,475,"2006,2007,2008,2009,2010",295,3.47,5929
303,Ve0LUwcrzxL7w0RYgY4Aaw,Katy,1987,"2009,2010,2011,2012,2013,2014,2015,2016",1118,4.2,17691
304,7C8xmWdGLipKQ7ZTRs7eYQ,Jul,120,"2010,2011",24,3.41,81
305,zpGbH9oVNYXy8YM89qFhPw,Rich,159,"2011,2012,2014",18,3.69,67
306,_W4y7ku6Q0uGoiI3ePtkgQ,Jenni,322,"2007,2008,2009",23,3.68,102
307,LnYL1PLsSOwG3i6M2ecSVg,Rachel,161,"2008,2009,2010,2011,2012,2013",5,3.8,79
308,skjkxo7Ewz3cbxW4TQNK5g,Nicole Rynee,465,"2007,2008,2009,2010,2011,2012",80,4.16,1121
309,AHXUeYTwIy2ZETSpG01krw,Nicole,26,,1,3.74,3
310,Fio9RpyMAejPEsZhDFdb5w,T,249,"2010,2011,2012,2013",20,3.43,162
311,qWlFQnkcnsJrb2lhwUF2Ng,Lupe,14,,1,4.06,1
312,VWgWJiG462Ytm_rWMRxHiA,Alex,205,"2019,20,20,2021",8,3.05,50
313,Zvs990LXwWqOvjzjsohgtQ,Tae,5,,0,3.4,7
314,q9xZ_o95MTmBmLLPnZyBwQ,Kevin,556,"2012,2013,2014,2015,2016,2017",14,3.73,35
315,qUnVF9NPMsUX4G5nZ5ZSDw,Lisa,114,"2010,2011,2012",2,3.47,75
316,4O9WNNfnQf6-a5pUt1RIwQ,Shelly,74,,5,4.7,7
317,m07sy7eLtOjVdZ8oN9JKag,Ed,5800,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",2251,3.71,18197
318,DSDL_v5dvLOIJ-o5sRhz4w,Kathy,256,"2010,2011,2014,2015,2016",27,3.94,81
319,BKCyaw3fLry1268fwpQeIw,Sara,177,"2011,2013,2014",48,3.66,1099
320,p_514Yo8SndKB7dCvGdvWw,Romes,32,,1,4.66,54
321,pPvsrGX78-vP6IctzU1-oQ,Stephen,70,,2,3.95,7
322,3J44PSuAqDNdY3L4WXWZUw,Jason,99,,12,4.79,23
323,f-8CECTr5EcC_ppaQ7SFGw,Joanne,39,,0,4.05,4
324,Q8TGsARjdIfWsnXqgQYHhw,Chris,371,"2011,2012,2013,2014,2015,2016",29,3.58,271
325,AXlUeyM2MTfz28CeW6KkvQ,Corwin,25,,2,3.67,7
326,RI9U93FjT0bKYhz_io0wHQ,Arielle,214,"2007,2008,2009",9,4.01,45
327,-rleYbGDq6rR1oTJFWG7og,Marcela,325,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",27,4.09,241
328,s5o6DQgvrnmJlbw2IDM9zQ,Jenn,29,,2,4.09,7
329,grFjhD2zEzfjo7Gbp8JvoQ,lovetoeat,309,,1,4.0,14
330,Je6-vkrCJxex_cmREVpLBw,Lea,16,,0,3.0,3
331,x4f9anzaaBozvJh5nv26SA,Mandy,309,"2012,2013,2014,2015,2016",50,4.06,149
332,Acapau_RiNy_9M_TieUmwQ,Katie,591,"2012,2013,2014,2015",41,3.68,130
333,FrhwWri3vtD7P85xJXw5zA,Virginia,180,"2015,2016,2017",11,4.3,60
334,Un9kXZRrhnfdhaW33OwLFg,Carolynne,1019,"2007,2008,2009,2010,2011",99,3.64,2299
335,ci7Q6NvXQ8UZrBHusVX18g,Gary,1289,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",227,3.27,3192
336,TaByJybLHGn9QXGE8fBklA,Cb,47,,2,3.51,7
337,i5Cm53q0pmklQsX8soi3tw,Jocelyn,853,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",57,4.17,119
338,Et79VAN692zD2j32PM1E8w,Toni,404,"2010,2011,2012,2013,2014,2015,2017",42,3.66,231
339,zGYimABNU5Vk5PKHBtcPMQ,Michael,39,,1,3.72,2
340,5kMii2JySygayQpyPBjqCA,Alexandra,1808,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",94,3.82,577
341,JVHAFY5ijpGyyCtJb6NPcg,Cate,24,,0,4.65,8
342,ThQmupHx4KjtijFlDKWsbA,Ben,24,,4,3.17,5
343,7LmJ87EijrHcoYRu9WgoHg,Jack,1050,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018",117,3.18,1672
344,Js4nQlGRjS1Bd5vsAQQfgA,Tom,396,"2009,2010,2011,2012,2013,2014,2015,2016,2017",44,4.43,537
345,STO9KprPS0pZVO75VX_bvA,Wim,45,,4,3.66,20
346,pJYsQBaibeFgTucnm0rcPA,Pam,38,,3,3.28,7
347,rgHK4_IdibIrF990TTRoIQ,Tamara,723,"2007,2008,2009,2010,2011,2012,2013,2014,2015,2016",41,3.74,323
348,xnpzE2wbif4dZjN0NMhi5g,Rich,70,2011,7,4.61,44
349,HYQoxBC1y1DGPq6pGP09Tw,Matt,1999,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",351,3.74,17648
350,wyKi5kzzggDMEQSIGBpjWA,Jean,134,,2,3.64,10
351,FdZumOby8Mx4IkdhYVfyRQ,Bryan,20,,1,4.1,1
352,oUNm5rDUDxu0LMximnNHWQ,Kingpin,266,,20,3.86,412
353,zK-HYsRHsUrbhvWv6pq0Ew,Morgan,276,"2009,2010,2011,2012,2013,2014",16,3.49,155
354,SZ8qITipYmexfotE5_UaQg,Beth,417,"2007,2008,2009,2010",93,3.7,1597
355,k5vAqz4dTDeD9zDMweULRQ,Kimberly,161,,4,3.53,26
356,qgrRS9CS8XY-NmoktttIvg,Haydan,37,,2,3.85,19
357,9vLQrTe8uY6NuHF49YLSfw,Michelle,197,"2012,2013,2014,2015,2016",19,3.74,68
358,a6myQnEM2qdJMWcYqOQWlg,Judith,68,,2,3.92,10
359,8TYNR25ifvwrwYcyKNx1BQ,Amy,408,"2013,2014,2015,2016,2017,2018,2019,20,20,2021",25,3.86,143
360,NWFqEfs5Z9wUmCeVfTTDAA,David,16,,1,4.59,3
361,pxyzkPY6a4FVF0aDjBgC8w,Dana,3,,0,4.33,0
362,l2sX4ls0PQFWpkDXdXBFdA,Marissa,201,"2012,2013,2014",6,3.6,25
363,yGPSqnzFfrDKkHpadjPy3g,Tyson,306,"2009,2010,2011",24,3.83,582
364,S2qfY5qyfZhDxAbFPg4LwA,Christina,240,"2009,2010,2011",16,3.9,64
365,c32KGmJRgTpyCTCKZuALZw,Ellie,20,,4,4.56,20
366,4Pwav7HENZumUr3RJE03ig,Walter,26,,1,3.19,4
367,E_9WOCYIGHtT2nbcY4_t4w,Vanessa,891,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",25,3.81,138
368,Dr2Uiv9mn6MgUNT9rcoASg,Valerie,23,,3,4.76,7
369,IzJ36jX6V6ky5BtoN-Agng,Chun,1861,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",433,4.34,10368
370,qRBTAUOEWrBY9N1JszH1ow,Swetha,529,"2009,2010,2011,2012,2013,2014,2015,2016,2017",41,4.08,372
371,4pefQIbqzrkPTlDSM62otA,Shani,216,"2009,2010,2011",47,3.94,220
372,gr6czSdo2_AlM-LjV_mvbw,C,159,"2010,2011,2012",3,3.57,32
373,Tk_FWXueutKii3f9yJFsdw,Rachel,359,"2008,2009,2010,2011",33,3.79,277
374,eTvp_hYnsrI5-ow_sQ31_g,Patt,1028,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",145,4.05,15460
375,h7qNmqTAIc05zNtIpmlDJQ,Holly,461,"2009,2010,2011,2012,2013,2014,2015",56,3.88,1568
376,EkBaG24NaAyiEkJZLJ7K_A,H.R.,333,"2009,2010,2011,2012,2013,2015,2016,2017",53,3.23,2819
377,FH14lvoIAKhva9KVgvzKJw,Dylan,34,,2,2.86,6
378,Qb8QNqwCH9VgIsugoHG--g,Geoffrey,25,,2,4.36,1
379,0h4oT8ueMk9d6cKzk2t0qQ,John,31,,4,3.4,27
380,fCMxArYY8wSWxKuM27azrg,Michelle,164,"2008,2009",15,3.99,61
381,XpVUWxVoNp75aZHusk9T8g,Joycelyn,280,"2012,2013,2014,2015,2016",22,3.88,116
382,S4YZloQTAbIkqTNsfAFfnA,Jeff,33,,2,3.64,4
383,YbpLvFrMPiStbPPkj7K3qg,Liz,318,"2010,2011,2012",10,3.66,126
384,ssF0fA9ev2K6JendJaaMrg,Nick,147,2009,1,3.71,21
385,CUmUCdczdg2vZHdlJ3safw,Todd,31,,1,4.25,0
386,7PHHxsjyk7I7oM6ENxwZZQ,Adam,1095,"2016,2017,2018,2019,20,20,2021",107,4.48,275
387,YrV3NLnSg35UBIM76w35ww,Brandon,5,,0,1.67,1
388,1sGYXSkJHPhJ6wQtc-RbZw,Kimberly,820,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",149,3.85,2615
389,8yStSioe9M9uEoeqlZGY1A,Psydde,15,,6,4.17,11
390,k6HN0FE8NC8vV1sZuu0O4g,Alexis,729,"2006,2007,2008,2009,2010",151,3.58,597
391,Qa2NoSc6DphQArihBgY9Gg,Brooke,1030,"2008,2009",65,2.94,1546
392,jfWSPWnGjSLHGMz0CNIZtw,Steve,55,,5,3.13,8
393,xSI4zpl9EaETOHyzshOIBw,Ashley,369,"2010,2011,2012,2013,2014,2015",30,3.99,328
394,K3353tGh1hzfg132DwjWjw,Fran,25,,0,3.81,13
395,B_T4fv0GlGcZLDpchBX-0g,Nicole,650,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",92,3.91,314
396,LJhQx48XHLggMDxkX4bePw,A,137,,5,3.91,40
397,9Gdifl4r1t6lHdEu4gzhiA,Dee,1226,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",63,3.98,961
398,O5HnDFz6IzJ3ti3hG65XtA,John,7,,1,3.43,0
399,R0jNomBTcFysG4I-xMTtbw,Audrey,2,,0,5.0,0
400,Egxm2aSl_e9PoO-I-0XaLA,Brian,400,"2008,2009",22,3.64,323
401,kLm3B6LeboEZWX_4otpILA,Izzat,1670,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",35,3.65,84
402,GvvCiaQfD1pb8NU4c20C4g,Michelle,110,,2,3.23,2
403,ii7v9u3gTo3xvxhcsBu3zg,Master,10,,1,4.91,2
404,U11j0md4DV59nXD6kdb0KA,Jessica,488,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",65,3.6,108
405,c11NnfZEkPQg9khQWjtKWg,John,71,,1,3.72,19
406,8DP1VoyxKIzoUE7qiVPyhw,Meg,1,,0,5.0,0
407,stLKaPPdqc40c_q3dISabg,Nick,17,,1,4.58,3
408,9HZ8hY5q2ESYA36uF2lKvQ,Damen,7,,0,4.0,1
409,tipQmXdg181T4NvxrXPjFg,Sabrina,183,"2012,2013,2014",83,3.52,1367
410,rtl1e2FVr67mPulZFxrkbQ,Nathan,321,"2011,2012",33,3.93,334
411,O7ly1kO-eDJv9uGuyYgaIw,Andrew,177,,5,4.12,21
412,in672plSIGcbOj2q5moYwg,Cricket,212,"2010,2011,2012,2013,2014",39,3.88,1016
413,16bmaGpCAqZB0PzjLTADWA,John,160,,8,3.99,28
414,xzvTed9al7cOEc0S57kb3w,Tina,584,"2010,2011,2012,2013,2014,2015,2016",23,3.83,98
415,VatZipEmv3Wx5iQK0QL-pA,George,593,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017",86,4.07,2059
416,OgYi5x02MBukfxPNFe1ePg,Colleen,1516,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",695,3.84,10979
417,ZcFrsDhZ6aM45kwHlRkmyw,Rachel,149,"2010,2011,2012,2013,2014,2015",12,3.85,48
418,MItOIDqGoFZZZJLayliaLg,Mari,23,,0,3.04,4
419,az7_up1dApMJhNrOzqUfOQ,Lyz,16,,2,4.13,6
420,6YysBedbKp3TQ_Py8tmcMQ,Meredith,107,"2013,2014",8,4.03,24
421,McPU8udr9OLqYKh8wFQpGw,Darcy,26,,2,4.33,5
422,g-Cdew1rrW2nu6TbgVBjmg,Matt,292,,6,4.17,56
423,ox4AXdK4C2ADe5loj66mGg,Jason,61,,0,4.14,5
424,9unR5cAeDx1CPtKH2Hctfw,Kristin,111,,2,3.64,8
425,0fKmCIvKlkXwBZU44D0umg,Daniel,320,"2016,2017,2018,2019,20,20,2021",27,3.99,76
426,J-urqhA-tYOqvwtxjkJfIA,Emily,35,2009,6,3.94,41
427,418J-bXe-ox5Cp_opOWWvg,Devon,40,,0,3.98,1
428,ir689oBNmrJXOspb4yq_Jg,Kim,1864,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2019,20,20,2021",88,3.73,308
429,f9M2Q8v_bGqrjbpBO-nrtA,David,28,,4,3.97,9
430,1z2aJu1qTk_gQa2NRfK1HA,John,122,,4,3.54,14
431,QPFYr4q90IH4HMoE1XIYMA,Ana,614,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",103,4.24,1021
432,2XKlUjHGk9z-2ckFMcBEHw,Sheena,731,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",136,3.95,693
433,SH-GRUQlUZTco0ofRbwVdQ,Carter,197,"2014,2015,2016,2019,20,20,2021",15,3.62,51
434,pMltyeuU4SjT6Y8YVy7HBA,Tony,1139,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",58,3.92,406
435,by2k9-QcUwRVIvVOeLU2lg,Sarah,32,,4,3.34,3
436,fHS0bQ-l5rHME_xXKQSYXQ,Kevin,1401,"2007,2008,2009,2010,2011,2012",383,3.95,4907
437,X6Ft4Gh7fQIFyO1MTdrUwg,Jeff,174,,2,2.74,8
438,_R-0XC3kdGSEmVNH27NZdQ,Anika,150,"2009,2010",23,3.94,328
439,EROW4chFZQF1E-eZVpYAAA,Aimee,57,,3,3.9,30
440,M628_58sbDGaViQrxsPuqA,Melissa,224,"2010,2011,2012,2013,2014,2015",12,3.48,86
441,XpnMUYT2HDuUB7ycRtw2ew,Jia,146,"2014,2015",18,4.39,56
442,X5cUYGLWiauXk3C7h1GMfg,Liza,18,,0,4.44,2
443,36LgEtwt6ROhrCtuPjfRmQ,Shayna,385,"2007,2008,2009,2010,2011",42,3.83,202
444,Ohhrhu1RkqfVciIVx_W5HQ,Ahna,303,"2007,2008,2009,2010,2011",12,3.85,96
445,3gHpfzI-rUm0viFDDFYZIg,Kishore,30,,0,4.1,2
446,ebaMzyIDq-6VLn_Z92UgPg,Veronica,147,,56,4.01,262
447,2YKkLFeOx-0zRcWp0KUv_Q,Mark,564,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",63,3.69,1171
448,jIdpjWPfWKneYPGGtKUM_Q,Cindy,447,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",21,3.71,61
449,g0ML1VMEftkgrtwNUd3TlQ,Heather,18,,5,4.61,8
450,VFXKRVzEMbnsDcYFdwiiuA,Kent,1072,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",22,3.35,119
451,tpE7zlJPsfO14024i1d9aw,Siv,24,,0,3.3,5
452,RODUc87UULC1p67gAeR1xw,Shaka,116,,3,3.58,29
453,VRw00O-WCrVHaGTk1Jk6Cg,Todd,694,"2012,2013,2014,2015,2016,2017,2018",61,4.13,100
454,XgodmqFjRvbCG3nfLOKFvg,Mae,184,2009,30,3.7,188
455,dPdpfqKL2y6Id8RtqPqdkA,Christine,167,"2006,2007,2008",14,3.47,44
456,0MP38Eo_X45oHNvcKTLkRA,Andrew,20,,5,3.64,10
457,FoO5vOMb3_nKGmMiDUm8lA,picunte,60,,2,3.53,2
458,y5qEpAfJQaOjjG8ZJWrp6w,Jill,333,"2007,2008,2009,2010,2011,2012",32,4.23,129
459,pYoKc9NfstkvwR1ZBAuGPw,Mark,394,"2009,2010,2011,2012,2013,2014,2015",15,3.93,91
460,o_1beq3LiW_JH_rgUNBoFA,Kevin,274,"2014,2015,2016,2017,2018",16,3.66,92
461,AsUvXYx9ZVn3IMJmAIwhYw,Tiffany,694,"2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",263,3.89,1451
462,-tnodf38uCXjogMhZtcWxw,Matt,453,,7,3.33,38
463,1jFPCW9Oy1D0gWudY7w7Ug,Carlos,29,,1,3.82,5
464,ki7OU-sg_ci0T11l-cANhQ,Justin,58,,1,4.25,5
465,CQUDh80m48xnzUkx-X5NAw,David,4216,"2009,2010,2011,2012,2013,2014",579,3.91,7707
466,OoFKiEKyw97IWhbecLHSwQ,Sarah,83,"2010,2011",16,4.24,111
467,zlXlvI_IKONWpzOXugfwbA,Nilda,338,"2007,2008,2009,2010",57,3.5,1066
468,yCyYKXclouR94TnpRLBGRQ,Allison,214,"2010,2011,2012,2013,2014",13,3.82,124
469,xwm5nymG7-CraHZsX130tA,Rob,20,,4,3.81,6
470,M9puGD3VU5FuhE60HklCvg,Ruth,2400,"2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",487,3.22,6779
471,OHbUGOs8hJS95foAhD7xUQ,D,65,,2,3.76,12
472,mZHk_DPbeUTQBZOBOyoqlA,Erin,280,"2012,2013",28,3.53,203
473,4VbB9qS2Xvk-bjAI1bNlGw,Erica,197,"2012,2013,2014,2015,2016",104,3.94,1091
474,K2VZMLykxnctDXWgO23lJg,Tim,358,"2011,2012,2013,2014",13,3.4,132
475,iRPGY02VkT5qW3iszBl_yg,Molly,28,,3,3.97,7
476,8P6SjKjlQkNfwYSnBVu6Aw,Roger,19,,1,3.95,3
477,ku7MXSmR4uStJZtzh6ALqw,Stacie,19,,2,4.16,5
478,x6erNzhuM_c7xW6PlqClIQ,Zoe,742,"2008,2009,2010,2011,2012,2013,2014,2015",49,3.79,216
479,63z_FCCfTar6Q6nFCNRezQ,Tiffany,70,,13,4.01,17
480,XcwBT1a_5ZjdaPZTZOhN-Q,Tung,528,"2016,2017,2018,2019,20,20,2021",25,3.86,86
481,GYklwfO3N5BXeZ1RjHPDJA,Jose,96,,5,3.99,28
482,U8BAWPaPPe9sUp7m0k2fdg,Lillian,41,,4,3.63,42
483,b3k-4r8F0o1n4TxxmuN62A,David,37,,3,3.15,13
484,itm7J1IWFo3YGBwcZUin9g,Quynh,21,,6,3.82,4
485,TCauYZf5swof7iCPsBUmsg,Ferdie,3,,2,2.33,1
486,fw9gey--wpQ9syqC8GleSw,Jenna,6,,0,4.0,3
487,6UhVJ1QlO1Y-BVMvRyuljg,faine,123,,12,3.66,63
488,DVkshdrhQUL-4ds0gJQQKA,Michael,141,,5,3.49,15
489,HM8mOekJ028ck9yfTpldPw,Tom,621,"2006,2007,2008,2009,2010",66,3.51,591
490,lf1m4CbheuUR7fFZoLGRvA,Rick,1126,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",156,3.86,1316
491,IGuCHgHr_K0XOVlEzKcIrQ,Shar,226,"2010,2011,2012,2013,2015,2016,2017",31,3.84,169
492,CvZGAp4Q2QgJbYqLG1Fetw,Mateo,235,"2010,2011,2012,2013,2014,2015,2016",27,3.82,281
493,ijfxzX1up5MHHt-BdGrrYA,Douglas,16,,4,4.75,5
494,zxxtMBaLWnhFc6ZBDDsCtg,Chan,15,,2,4.06,2
495,86EB3KT3H-Eyc7sl_WsUkQ,Stacey,29,,2,3.79,4
496,waY4AzngWdZ9JqYBrUUmew,Norma,57,"2012,2013",11,4.11,957
497,T6TjDj9BQuS46xDB8eeHFQ,Kelly,152,,10,3.45,49
498,YYGZyYuGkAo5rLKinakdig,Robert,32,,2,3.94,5
499,X2Lx9YYpwH1Ozb4VJ-OD7g,Jennifer,237,"2015,2016,2017,2018,2019,20,20,2021",47,3.64,244
500,7lKzYA3pZWxpnTFRNpPCFA,Antony,49,,5,3.02,6
501,GG0mFsEXb-02_dzFPqRV1Q,Mandy,754,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",57,3.46,323
502,nPJw7YpKgHE6fowxgl3l1A,Abbie,157,"2012,2013,2014,2015",15,4.06,67
503,t4aq9buiAuyciHxr7RvzNg,Maia,302,"2011,2012,2013,2014,2015,2016",70,3.63,496
504,y9WhhW724xLQ4p_lGQCQkA,Timothy,341,"2010,2011",38,3.36,1096
505,TN4W0bPo7-8Pi5KUVAy8aw,Josh,9,,2,3.22,3
506,uMn7wkivl82sjv0-H6wlpw,Victoria,509,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019",127,4.03,1827
507,8nCJfTcDv2qDW0HkGQpOPQ,Sam,48,,4,3.77,8
508,H4Q_w39G5uBIkHUseMKhpg,Patrick,46,2010,2,3.96,49
509,YUFqbfAePA8tgT2zE2y4xQ,Annie,191,"2008,2009,2010,2011,2012",36,3.78,658
510,m1LzN8vRCuJYwrDfJA0fiw,Joe,27,,1,4.41,3
511,q31f3uFJsFTNFFolAQkWCQ,Jeremy,934,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",56,3.4,1264
512,2botYYVjkOyNXYhzYZUrIQ,Jeff,358,"2008,2010,2011,2012,2013,2014",57,4.02,604
513,k_muz40jJaiY1PVga6NDXA,Louis,1070,"2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",64,3.84,405
514,5BpJEC8YVi80ecWT5CtlfQ,Jenny,2739,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",427,3.62,12058
515,8UPTxp6SXvQe6JoEbEGcyA,Logie,440,,49,4.02,1865
516,FqYYd3p-phMkZ5GVjkUzxg,Susan,352,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",39,4.16,984
517,reGfsd5pE4W85VSS6NYhOQ,Brianne,19,,0,4.0,1
518,tGxC-bdojFzROxk9oepRgQ,Jeannie,40,,5,4.0,7
519,mJWhCoWXpoxgAHXWd0c-3w,Sarah,61,2009,4,3.98,71
520,3WSgEXBS9SQkLg37rF9G3g,S,460,,360,3.7,6174
521,2M01rniHjqap5IBVQ_eV8Q,Amy,66,"2009,2010",12,4.01,52
522,HPhgvrUlHVmOEuOIGLEZvg,Usagi,332,,28,3.67,960
523,651eEf0zlIh9k8Kxqzzg8w,JT,8,,0,1.67,1
524,HM_4PEkC_NCaS3TOas-sAw,Chris,16,,1,4.68,8
525,PNTbcuPX5V81XibwrNzskg,Paula,122,,1,4.15,14
526,eUBGDZ2VEglZEFEiZiNTsg,Bob,24,,0,4.12,0
527,A5696UJqaQMQVtWStQyX9g,Eddie,179,"2010,2011",16,3.77,484
528,wKLYI27-HlYoI_KpyaLJjw,Donald,89,,5,4.21,66
529,9xULVStLCR4ZmQ_YaU6m2g,Statia,89,2009,5,3.73,38
530,zHvS1F_6wOPSLUk6vpDEGA,Taylor,1171,"2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",92,3.64,928
531,7eeANPaL34dTeUyqy9cIYw,Monique,101,"2012,2013",40,4.19,308
532,HFPC7kUjgRtuBQdc_1X0cQ,Natalie,108,"2010,2011",7,3.97,57
533,IPKtxPKLM-PuLHGoT1e7iw,Beth,26,,2,3.89,6
534,xl2zFMHnMfHBXe1TNR6i4g,Chelsea,106,,7,4.19,9
535,eAA9CmVmPIRewS7l6l7xbw,Rebecca,80,"2015,2016",8,4.43,35
536,45Za0-djDjG3nk4zSlGfuA,Robin,20,,3,4.03,8
537,pRfWy61wU9e1nrCVrOEWLA,Richard,1543,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",87,3.74,445
538,L8PRZYJ-Xpux56ChOAqgZA,Sarah,647,"2009,2010,2011,2012,2017,2018,2019,20,20,2021",12,3.92,105
539,zkamNMEjihh3zN7lC7_WVw,Matthew,15,,1,4.07,11
540,WWnhqRnWWjutMqh-2SzEuQ,Steph,3960,"2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",991,4.23,4719
541,Sf8yKmUnsTk2HNzLpSxzTA,Colin,17,,2,3.76,1
542,NG2mzp-BFKPsgxy5ofaQUw,Remy,529,"2008,2010",31,3.53,144
543,vsikhxSLtMk5APIf9U7C0w,Jay,62,,3,3.77,22
544,LfleZY423IgY6tHULVXGcw,Baeth,25,,2,4.67,7
545,ojxS1v-8nUvEEx4DlsPQrA,Kristin,655,"2011,2012,2013,2014,2015,2016,2017,2018,2019,20,20,2021",34,3.69,109
